OrderID,LineID,OrderDate,ShipDate,CustomerName,ShipState,Region,SKU,ProductName,Category,Quantity,UnitPrice,UnitDiscount,UnitCOGS,Shipping,Tax,SalesChannel,PaymentMethod,OrderStatus
SO-2025-10293,294,03/18/2025,2025-03-21,Customer 293,WA,West,SKU43,Product 43,Baby,4,$84.09,$4.2,$36.68,$8.59,$20.18,Website,PayPal,Shipped
SO-2025-10294,295,02/08/2025,2025-02-10,Customer 294,GA,Northeast,SKU44,Product 44,Apparel,1,$26.61,$2.66,$11.21,$1.85,$1.6,Amazon,PayPal,Shipped
SO-2025-10295,296,02/05/2025,2025-02-09,Customer 295,WA,Northeast,SKU45,Product 45,Wellness,4,$53.52,$5.35,$30.14,$0.43,$12.84,Website,Visa,Returned
SO-2025-10296,297,12/28/2025,2025-12-29,Customer 296,CA,South,SKU46,Product 46,Apparel,3,$95.63,$9.56,$50.45,$8.84,$17.21,Website,Visa,Returned
SO-2025-10297,298,01/26/2025,2025-01-27,Customer 297,IL,Northeast,SKU47,Product 47,Apparel,1,$68.19,$10.23,$32.88,$9.06,$4.09,Website,Mastercard,Cancelled
SO-2025-10298,299,06/01/2025,2025-06-03,Customer 298,IL,South,SKU48,Product 48,Apparel,4,$60.1,$6.01,$33.42,$7.32,$14.42,Website,Mastercard,Shipped
SO-2025-10299,300,04/10/2025,2025-04-14,Customer 299,NJ,Midwest,SKU49,Product 49,Home & Kitchen,4,$70.43,$0.0,$29.52,$1.5,$16.9,Instagram,PayPal,Returned
SO-2025-10300,301,08/30/2025,2025-08-31,Customer 300,NY,South,SKU0,Product 0,Home & Kitchen,1,$25.12,$2.51,$14.42,$2.17,$1.51,Amazon,Mastercard,Cancelled
SO-2025-10301,302,05/30/2025,2025-06-03,Customer 301,NY,West,SKU1,Product 1,Apparel,4,$38.1,$3.81,$19.87,$6.38,$9.14,Instagram,Visa,Shipped
SO-2025-10302,303,03/19/2025,2025-03-23,Customer 302,NJ,Midwest,SKU2,Product 2,Baby,1,$63.5,$3.18,$27.2,$1.36,$3.81,Website,PayPal,Cancelled
SO-2025-10303,304,03/26/2025,2025-03-27,Customer 303,AZ,West,SKU3,Product 3,Home & Kitchen,2,$46.39,$2.32,$22.69,$6.92,$5.57,Amazon,Visa,Returned
SO-2025-10304,305,10/07/2025,2025-10-09,Customer 304,PA,Northeast,SKU4,Product 4,Baby,4,$83.68,$12.55,$45.59,$9.06,$20.08,Amazon,PayPal,Cancelled
SO-2025-10305,306,04/19/2025,2025-04-22,Customer 305,CA,Northeast,SKU5,Product 5,Home & Kitchen,2,$33.84,$0.0,$19.59,$4.01,$4.06,Amazon,PayPal,Cancelled
SO-2025-10306,307,12/19/2025,2025-12-20,Customer 306,NJ,South,SKU6,Product 6,Baby,3,$40.92,$4.09,$16.94,$8.32,$7.37,Amazon,Mastercard,Shipped
SO-2025-10307,308,01/05/2025,2025-01-09,Customer 307,AZ,Midwest,SKU7,Product 7,Baby,4,$31.03,$0.0,$14.09,$6.51,$7.45,Instagram,Mastercard,Shipped
SO-2025-10308,309,10/27/2025,2025-10-30,Customer 308,PA,Midwest,SKU8,Product 8,Home & Kitchen,1,$51.12,$2.56,$27.29,$3.78,$3.07,Instagram,PayPal,Cancelled
SO-2025-10309,310,04/12/2025,2025-04-16,Customer 309,WA,Northeast,SKU9,Product 9,Apparel,1,$99.59,$9.96,$49.1,$5.8,$5.98,Amazon,Visa,Cancelled
SO-2025-10310,311,02/05/2025,2025-02-08,Customer 310,OH,Midwest,SKU10,Product 10,Wellness,1,$25.78,$2.58,$14.2,$5.36,$1.55,Instagram,Visa,Returned
SO-2025-10311,312,06/07/2025,2025-06-11,Customer 311,PA,Midwest,SKU11,Product 11,Baby,1,$83.96,$12.59,$39.42,$9.81,$5.04,Instagram,PayPal,Cancelled
SO-2025-10312,313,01/03/2025,2025-01-07,Customer 312,PA,Midwest,SKU12,Product 12,Baby,4,$44.43,$4.44,$21.32,$0.2,$10.66,Website,Mastercard,Cancelled
SO-2025-10313,314,12/26/2025,2025-12-30,Customer 313,IL,South,SKU13,Product 13,Apparel,4,$58.6,$0.0,$31.31,$6.24,$14.06,Instagram,Mastercard,Cancelled
SO-2025-10314,315,08/19/2025,2025-08-23,Customer 314,NY,South,SKU14,Product 14,Home & Kitchen,4,$21.49,$3.22,$10.77,$7.09,$5.16,Instagram,Mastercard,Shipped
SO-2025-10315,316,05/22/2025,2025-05-23,Customer 315,GA,South,SKU15,Product 15,Home & Kitchen,4,$37.28,$1.86,$17.46,$0.88,$8.95,Website,Visa,Returned
SO-2025-10316,317,09/06/2025,2025-09-09,Customer 316,GA,West,SKU16,Product 16,Pets,1,$55.88,$5.59,$26.79,$9.42,$3.35,Amazon,Mastercard,Shipped
SO-2025-10317,318,11/07/2025,2025-11-11,Customer 317,FL,Midwest,SKU17,Product 17,Wellness,2,$92.75,$9.28,$47.76,$8.51,$11.13,Website,PayPal,Returned
SO-2025-10318,319,01/12/2025,2025-01-15,Customer 318,GA,Northeast,SKU18,Product 18,Wellness,3,$45.75,$2.29,$25.78,$6.74,$8.24,Amazon,Mastercard,Cancelled
SO-2025-10319,320,06/07/2025,2025-06-09,Customer 319,CA,West,SKU19,Product 19,Wellness,2,$82.53,$12.38,$36.51,$0.81,$9.9,Website,Mastercard,Cancelled
SO-2025-10320,321,06/12/2025,2025-06-16,Customer 320,CA,Midwest,SKU20,Product 20,Pets,2,$23.84,$2.38,$11.19,$5.73,$2.86,Amazon,Visa,Cancelled
SO-2025-10321,322,09/23/2025,2025-09-27,Customer 321,OH,Northeast,SKU21,Product 21,Apparel,1,$61.76,$0.0,$35.35,$6.06,$3.71,Instagram,Visa,Cancelled
SO-2025-10322,323,11/17/2025,2025-11-20,Customer 322,GA,Midwest,SKU22,Product 22,Home & Kitchen,2,$90.84,$4.54,$39.51,$9.53,$10.9,Website,Mastercard,Cancelled
SO-2025-10323,324,01/25/2025,2025-01-29,Customer 323,GA,Midwest,SKU23,Product 23,Apparel,1,$43.08,$6.46,$21.35,$1.35,$2.58,Instagram,PayPal,Returned
SO-2025-10324,325,03/09/2025,2025-03-13,Customer 324,NY,West,SKU24,Product 24,Wellness,1,$59.46,$8.92,$25.24,$3.12,$3.57,Amazon,Visa,Cancelled
SO-2025-10325,326,11/30/2025,2025-12-04,Customer 325,IL,West,SKU25,Product 25,Wellness,4,$49.56,$7.43,$28.26,$2.16,$11.89,Instagram,Visa,Shipped
SO-2025-10326,327,09/11/2025,2025-09-12,Customer 326,OH,Midwest,SKU26,Product 26,Pets,2,$68.52,$6.85,$32.7,$7.81,$8.22,Instagram,PayPal,Shipped
SO-2025-10327,328,09/23/2025,2025-09-26,Customer 327,NJ,South,SKU27,Product 27,Pets,1,$15.23,$1.52,$8.39,$6.95,$0.91,Instagram,Mastercard,Shipped
SO-2025-10328,329,03/24/2025,2025-03-26,Customer 328,NY,Northeast,SKU28,Product 28,Baby,1,$22.8,$0.0,$12.69,$1.01,$1.37,Instagram,Mastercard,Returned
SO-2025-10329,330,03/21/2025,2025-03-25,Customer 329,OH,Northeast,SKU29,Product 29,Pets,4,$15.61,$2.34,$8.22,$8.14,$3.75,Website,PayPal,Returned
SO-2025-10330,331,12/25/2025,2025-12-27,Customer 330,IL,Midwest,SKU30,Product 30,Apparel,4,$37.56,$5.63,$19.95,$4.26,$9.01,Website,PayPal,Shipped
SO-2025-10331,332,03/04/2025,2025-03-07,Customer 331,WA,Midwest,SKU31,Product 31,Apparel,1,$89.79,$4.49,$47.66,$3.68,$5.39,Amazon,PayPal,Returned
SO-2025-10332,333,04/02/2025,2025-04-03,Customer 332,FL,Northeast,SKU32,Product 32,Home & Kitchen,2,$84.48,$0.0,$40.33,$0.11,$10.14,Instagram,Visa,Returned
SO-2025-10333,334,03/03/2025,2025-03-05,Customer 333,WA,West,SKU33,Product 33,Pets,3,$47.67,$2.38,$21.55,$6.81,$8.58,Website,Mastercard,Returned
SO-2025-10334,335,03/06/2025,2025-03-07,Customer 334,CA,South,SKU34,Product 34,Pets,1,$11.09,$0.55,$5.83,$8.02,$0.67,Amazon,PayPal,Returned
SO-2025-10335,336,06/22/2025,2025-06-25,Customer 335,FL,Northeast,SKU35,Product 35,Baby,4,$53.91,$5.39,$24.43,$4.54,$12.94,Website,Mastercard,Shipped
SO-2025-10336,337,11/04/2025,2025-11-06,Customer 336,CA,Northeast,SKU36,Product 36,Wellness,4,$18.83,$0.94,$8.01,$3.25,$4.52,Instagram,Mastercard,Cancelled
SO-2025-10337,338,09/09/2025,2025-09-10,Customer 337,PA,Midwest,SKU37,Product 37,Wellness,2,$52.84,$0.0,$27.63,$4.59,$6.34,Website,PayPal,Cancelled
SO-2025-10338,339,01/21/2025,2025-01-25,Customer 338,NY,Midwest,SKU38,Product 38,Pets,2,$90.29,$0.0,$37.96,$3.15,$10.83,Website,Visa,Shipped
SO-2025-10339,340,05/09/2025,2025-05-11,Customer 339,NY,South,SKU39,Product 39,Apparel,2,$49.38,$0.0,$22.51,$0.38,$5.93,Website,Mastercard,Cancelled
SO-2025-10340,341,08/20/2025,2025-08-23,Customer 340,AZ,Midwest,SKU40,Product 40,Apparel,1,$84.26,$8.43,$44.82,$4.5,$5.06,Instagram,Visa,Cancelled
SO-2025-10341,342,03/20/2025,2025-03-21,Customer 341,PA,Northeast,SKU41,Product 41,Wellness,1,$16.0,$2.4,$9.22,$7.37,$0.96,Amazon,PayPal,Cancelled
SO-2025-10342,343,03/28/2025,2025-03-31,Customer 342,CA,West,SKU42,Product 42,Apparel,1,$14.3,$2.14,$5.96,$6.59,$0.86,Instagram,Visa,Shipped
SO-2025-10343,344,06/01/2025,2025-06-04,Customer 343,IL,Northeast,SKU43,Product 43,Apparel,1,$96.09,$0.0,$45.88,$2.97,$5.77,Amazon,PayPal,Cancelled
SO-2025-10344,345,05/19/2025,2025-05-22,Customer 344,IL,South,SKU44,Product 44,Pets,4,$79.72,$7.97,$44.39,$1.74,$19.13,Instagram,PayPal,Shipped
SO-2025-10345,346,09/18/2025,2025-09-20,Customer 345,NY,West,SKU45,Product 45,Pets,1,$69.43,$10.41,$28.73,$0.21,$4.17,Website,Visa,Cancelled
SO-2025-10346,347,08/08/2025,2025-08-09,Customer 346,NY,Midwest,SKU46,Product 46,Baby,1,$36.59,$5.49,$16.3,$3.82,$2.2,Website,Mastercard,Cancelled
SO-2025-10347,348,02/18/2025,2025-02-19,Customer 347,FL,Midwest,SKU47,Product 47,Pets,4,$65.35,$3.27,$27.05,$5.3,$15.68,Amazon,Visa,Returned
SO-2025-10348,349,07/09/2025,2025-07-12,Customer 348,FL,Midwest,SKU48,Product 48,Baby,3,$97.16,$0.0,$41.3,$9.8,$17.49,Instagram,Mastercard,Cancelled
SO-2025-10349,350,09/26/2025,2025-09-30,Customer 349,WA,Northeast,SKU49,Product 49,Pets,1,$92.83,$13.92,$52.2,$1.57,$5.57,Instagram,Visa,Cancelled
SO-2025-10350,351,01/10/2025,2025-01-11,Customer 350,AZ,South,SKU0,Product 0,Baby,3,$19.97,$1.0,$8.89,$3.76,$3.59,Instagram,PayPal,Cancelled
SO-2025-10351,352,11/30/2025,2025-12-02,Customer 351,AZ,Midwest,SKU1,Product 1,Pets,4,$44.98,$2.25,$26.48,$9.28,$10.8,Website,Visa,Shipped
SO-2025-10352,353,06/21/2025,2025-06-24,Customer 352,NJ,Midwest,SKU2,Product 2,Baby,4,$54.64,$0.0,$28.91,$6.71,$13.11,Instagram,Mastercard,Cancelled
SO-2025-10353,354,08/10/2025,2025-08-12,Customer 353,NJ,West,SKU3,Product 3,Pets,3,$89.13,$13.37,$52.03,$6.36,$16.04,Amazon,PayPal,Returned
SO-2025-10354,355,05/29/2025,2025-06-01,Customer 354,CA,South,SKU4,Product 4,Apparel,2,$85.78,$12.87,$43.88,$6.56,$10.29,Amazon,Mastercard,Shipped
SO-2025-10355,356,07/22/2025,2025-07-26,Customer 355,NJ,South,SKU5,Product 5,Apparel,4,$59.05,$5.9,$26.8,$0.43,$14.17,Amazon,Mastercard,Returned
SO-2025-10356,357,09/15/2025,2025-09-18,Customer 356,FL,Midwest,SKU6,Product 6,Pets,1,$71.68,$10.75,$40.4,$4.88,$4.3,Website,Mastercard,Cancelled
SO-2025-10357,358,03/29/2025,2025-03-30,Customer 357,IL,Midwest,SKU7,Product 7,Apparel,4,$75.95,$7.6,$41.9,$5.08,$18.23,Website,Mastercard,Cancelled
SO-2025-10358,359,07/10/2025,2025-07-14,Customer 358,WA,Northeast,SKU8,Product 8,Wellness,2,$60.85,$0.0,$25.48,$6.36,$7.3,Website,Mastercard,Shipped
SO-2025-10359,360,05/08/2025,2025-05-12,Customer 359,GA,West,SKU9,Product 9,Baby,1,$24.41,$1.22,$12.49,$2.47,$1.46,Website,Visa,Shipped
SO-2025-10360,361,09/18/2025,2025-09-22,Customer 360,GA,West,SKU10,Product 10,Pets,3,$99.26,$14.89,$43.55,$8.0,$17.87,Amazon,Visa,Shipped
SO-2025-10361,362,01/10/2025,2025-01-12,Customer 361,IL,Midwest,SKU11,Product 11,Baby,1,$75.98,$7.6,$39.74,$3.55,$4.56,Website,Mastercard,Cancelled
SO-2025-10362,363,01/13/2025,2025-01-15,Customer 362,CA,West,SKU12,Product 12,Wellness,1,$59.88,$2.99,$34.11,$0.35,$3.59,Amazon,Visa,Shipped
SO-2025-10363,364,07/28/2025,2025-08-01,Customer 363,OH,West,SKU13,Product 13,Baby,2,$28.22,$1.41,$15.57,$3.27,$3.39,Website,PayPal,Returned
SO-2025-10364,365,08/31/2025,2025-09-02,Customer 364,NJ,Northeast,SKU14,Product 14,Wellness,3,$37.5,$5.62,$18.77,$3.68,$6.75,Amazon,PayPal,Cancelled
SO-2025-10365,366,05/12/2025,2025-05-13,Customer 365,CA,Midwest,SKU15,Product 15,Pets,4,$80.24,$4.01,$41.61,$6.63,$19.26,Website,Visa,Returned
SO-2025-10366,367,11/06/2025,2025-11-10,Customer 366,NY,Midwest,SKU16,Product 16,Wellness,4,$26.05,$1.3,$13.65,$1.81,$6.25,Amazon,Mastercard,Shipped
SO-2025-10367,368,01/20/2025,2025-01-23,Customer 367,OH,Northeast,SKU17,Product 17,Pets,1,$62.94,$9.44,$31.6,$0.65,$3.78,Instagram,Visa,Returned
SO-2025-10368,369,12/02/2025,2025-12-06,Customer 368,WA,Midwest,SKU18,Product 18,Home & Kitchen,2,$60.53,$9.08,$24.85,$6.76,$7.26,Amazon,PayPal,Returned
SO-2025-10369,370,03/23/2025,2025-03-26,Customer 369,WA,Midwest,SKU19,Product 19,Pets,3,$34.28,$5.14,$15.92,$0.77,$6.17,Instagram,PayPal,Shipped
SO-2025-10370,371,06/01/2025,2025-06-04,Customer 370,NY,Northeast,SKU20,Product 20,Apparel,1,$77.13,$3.86,$41.77,$8.25,$4.63,Amazon,Mastercard,Cancelled
SO-2025-10371,372,01/19/2025,2025-01-22,Customer 371,IL,South,SKU21,Product 21,Baby,4,$43.61,$2.18,$20.31,$2.36,$10.47,Instagram,PayPal,Returned
SO-2025-10372,373,11/15/2025,2025-11-18,Customer 372,WA,Northeast,SKU22,Product 22,Home & Kitchen,4,$15.63,$2.34,$8.55,$7.34,$3.75,Website,Visa,Cancelled
SO-2025-10373,374,04/28/2025,2025-05-02,Customer 373,IL,West,SKU23,Product 23,Pets,1,$25.61,$1.28,$13.5,$1.78,$1.54,Amazon,Visa,Cancelled
SO-2025-10374,375,07/17/2025,2025-07-19,Customer 374,WA,South,SKU24,Product 24,Wellness,3,$85.58,$8.56,$46.9,$5.88,$15.4,Instagram,Mastercard,Shipped
SO-2025-10375,376,03/02/2025,2025-03-04,Customer 375,OH,Midwest,SKU25,Product 25,Pets,2,$40.11,$0.0,$21.66,$8.32,$4.81,Amazon,PayPal,Cancelled
SO-2025-10376,377,07/17/2025,2025-07-19,Customer 376,WA,West,SKU26,Product 26,Pets,1,$93.67,$9.37,$55.09,$8.53,$5.62,Amazon,Mastercard,Shipped
SO-2025-10377,378,03/10/2025,2025-03-12,Customer 377,IL,Midwest,SKU27,Product 27,Home & Kitchen,1,$51.56,$7.73,$28.9,$9.37,$3.09,Amazon,PayPal,Returned
SO-2025-10378,379,12/22/2025,2025-12-24,Customer 378,NJ,West,SKU28,Product 28,Wellness,2,$66.81,$3.34,$36.45,$9.09,$8.02,Instagram,PayPal,Cancelled
SO-2025-10379,380,10/07/2025,2025-10-11,Customer 379,FL,Northeast,SKU29,Product 29,Pets,1,$10.63,$0.0,$4.59,$1.31,$0.64,Amazon,Visa,Cancelled
SO-2025-10380,381,02/26/2025,2025-02-28,Customer 380,AZ,West,SKU30,Product 30,Baby,3,$93.04,$0.0,$55.02,$2.83,$16.75,Instagram,Visa,Shipped
SO-2025-10381,382,04/16/2025,2025-04-20,Customer 381,AZ,Northeast,SKU31,Product 31,Baby,2,$13.27,$1.33,$5.96,$7.87,$1.59,Website,Mastercard,Returned
SO-2025-10382,383,12/02/2025,2025-12-04,Customer 382,OH,South,SKU32,Product 32,Apparel,4,$78.35,$3.92,$44.58,$0.65,$18.8,Instagram,Visa,Returned
SO-2025-10383,384,10/28/2025,2025-10-31,Customer 383,WA,West,SKU33,Product 33,Home & Kitchen,4,$13.03,$1.95,$6.83,$1.39,$3.13,Instagram,Visa,Cancelled
SO-2025-10384,385,07/15/2025,2025-07-18,Customer 384,FL,Midwest,SKU34,Product 34,Apparel,2,$47.0,$4.7,$19.61,$0.22,$5.64,Instagram,Mastercard,Returned
SO-2025-10385,386,09/05/2025,2025-09-06,Customer 385,NY,West,SKU35,Product 35,Pets,3,$96.71,$9.67,$55.75,$0.52,$17.41,Amazon,PayPal,Returned
SO-2025-10386,387,05/22/2025,2025-05-25,Customer 386,GA,West,SKU36,Product 36,Baby,1,$54.5,$0.0,$24.6,$7.25,$3.27,Website,Mastercard,Cancelled
SO-2025-10387,388,11/01/2025,2025-11-02,Customer 387,GA,South,SKU37,Product 37,Wellness,3,$37.78,$0.0,$19.71,$1.83,$6.8,Amazon,PayPal,Shipped
SO-2025-10388,389,06/10/2025,2025-06-13,Customer 388,CA,Midwest,SKU38,Product 38,Apparel,2,$74.8,$7.48,$33.67,$6.84,$8.98,Amazon,PayPal,Cancelled
SO-2025-10389,390,10/16/2025,2025-10-18,Customer 389,GA,Midwest,SKU39,Product 39,Home & Kitchen,1,$98.25,$0.0,$56.2,$5.43,$5.9,Instagram,PayPal,Cancelled
SO-2025-10390,391,03/27/2025,2025-03-29,Customer 390,OH,West,SKU40,Product 40,Wellness,1,$58.92,$2.95,$26.23,$4.85,$3.54,Website,Mastercard,Shipped
SO-2025-10391,392,12/07/2025,2025-12-09,Customer 391,GA,Northeast,SKU41,Product 41,Wellness,1,$95.11,$14.27,$42.15,$4.62,$5.71,Amazon,PayPal,Returned
SO-2025-10392,393,05/05/2025,2025-05-07,Customer 392,CA,South,SKU42,Product 42,Baby,3,$59.09,$8.86,$32.94,$8.06,$10.64,Instagram,Mastercard,Cancelled
SO-2025-10393,394,05/18/2025,2025-05-22,Customer 393,GA,South,SKU43,Product 43,Home & Kitchen,3,$14.68,$1.47,$7.33,$2.59,$2.64,Instagram,PayPal,Cancelled
SO-2025-10394,395,01/20/2025,2025-01-23,Customer 394,FL,South,SKU44,Product 44,Home & Kitchen,2,$39.72,$1.99,$21.88,$2.05,$4.77,Instagram,PayPal,Shipped
SO-2025-10395,396,08/01/2025,2025-08-02,Customer 395,FL,Northeast,SKU45,Product 45,Home & Kitchen,3,$89.16,$13.37,$40.22,$4.51,$16.05,Amazon,Mastercard,Cancelled
SO-2025-10396,397,02/27/2025,2025-03-03,Customer 396,CA,Northeast,SKU46,Product 46,Baby,4,$79.48,$7.95,$40.57,$4.64,$19.08,Website,PayPal,Shipped
SO-2025-10397,398,02/13/2025,2025-02-17,Customer 397,OH,West,SKU47,Product 47,Apparel,1,$45.17,$4.52,$19.02,$4.52,$2.71,Instagram,Visa,Returned
SO-2025-10398,399,06/27/2025,2025-07-01,Customer 398,IL,Midwest,SKU48,Product 48,Home & Kitchen,3,$79.81,$7.98,$35.05,$5.23,$14.37,Website,PayPal,Cancelled
SO-2025-10399,400,10/24/2025,2025-10-27,Customer 399,FL,Northeast,SKU49,Product 49,Baby,4,$34.88,$5.23,$19.52,$1.96,$8.37,Amazon,Visa,Shipped
SO-2025-10400,401,08/26/2025,2025-08-30,Customer 400,OH,West,SKU0,Product 0,Baby,4,$56.82,$8.52,$30.64,$1.66,$13.64,Instagram,Mastercard,Shipped
SO-2025-10401,402,12/02/2025,2025-12-06,Customer 401,NJ,Midwest,SKU1,Product 1,Pets,3,$42.68,$4.27,$19.44,$5.07,$7.68,Instagram,Visa,Returned
SO-2025-10402,403,08/08/2025,2025-08-12,Customer 402,GA,West,SKU2,Product 2,Pets,1,$13.0,$1.95,$7.52,$8.2,$0.78,Instagram,Mastercard,Shipped
SO-2025-10403,404,04/11/2025,2025-04-15,Customer 403,WA,West,SKU3,Product 3,Wellness,4,$81.87,$4.09,$34.11,$1.18,$19.65,Website,Visa,Returned
SO-2025-10404,405,10/29/2025,2025-10-30,Customer 404,NY,West,SKU4,Product 4,Wellness,3,$97.04,$9.7,$48.24,$6.68,$17.47,Instagram,Visa,Shipped
SO-2025-10405,406,09/26/2025,2025-09-29,Customer 405,IL,Midwest,SKU5,Product 5,Pets,2,$24.94,$1.25,$14.86,$1.62,$2.99,Instagram,Visa,Shipped
SO-2025-10406,407,10/10/2025,2025-10-14,Customer 406,AZ,West,SKU6,Product 6,Apparel,1,$60.38,$0.0,$24.51,$8.9,$3.62,Instagram,Mastercard,Shipped
SO-2025-10407,408,05/13/2025,2025-05-15,Customer 407,OH,Northeast,SKU7,Product 7,Baby,3,$26.87,$0.0,$12.34,$5.41,$4.84,Website,Mastercard,Returned
SO-2025-10408,409,07/30/2025,2025-08-03,Customer 408,FL,Northeast,SKU8,Product 8,Wellness,4,$38.29,$3.83,$22.22,$4.59,$9.19,Amazon,Visa,Returned
SO-2025-10409,410,08/01/2025,2025-08-03,Customer 409,GA,Midwest,SKU9,Product 9,Wellness,4,$54.48,$5.45,$31.38,$1.74,$13.08,Instagram,PayPal,Cancelled
SO-2025-10410,411,10/04/2025,2025-10-07,Customer 410,NJ,Midwest,SKU10,Product 10,Wellness,4,$84.34,$4.22,$45.87,$1.42,$20.24,Instagram,Visa,Shipped
SO-2025-10411,412,02/10/2025,2025-02-13,Customer 411,PA,West,SKU11,Product 11,Wellness,3,$50.53,$2.53,$26.41,$6.21,$9.1,Website,Mastercard,Cancelled
SO-2025-10412,413,05/30/2025,2025-06-02,Customer 412,WA,Midwest,SKU12,Product 12,Home & Kitchen,1,$85.73,$8.57,$48.76,$6.34,$5.14,Instagram,Mastercard,Returned
SO-2025-10413,414,07/31/2025,2025-08-04,Customer 413,AZ,South,SKU13,Product 13,Baby,1,$70.86,$3.54,$32.81,$0.7,$4.25,Website,Mastercard,Shipped
SO-2025-10414,415,07/20/2025,2025-07-24,Customer 414,CA,Midwest,SKU14,Product 14,Apparel,4,$30.45,$4.57,$12.62,$6.43,$7.31,Instagram,PayPal,Returned
SO-2025-10415,416,01/04/2025,2025-01-05,Customer 415,WA,South,SKU15,Product 15,Baby,2,$56.14,$2.81,$26.5,$0.33,$6.74,Instagram,PayPal,Shipped
SO-2025-10416,417,04/27/2025,2025-04-28,Customer 416,WA,West,SKU16,Product 16,Pets,1,$68.78,$3.44,$39.94,$7.66,$4.13,Instagram,Mastercard,Shipped
SO-2025-10417,418,12/21/2025,2025-12-23,Customer 417,AZ,Northeast,SKU17,Product 17,Home & Kitchen,4,$69.85,$3.49,$37.03,$6.71,$16.76,Instagram,PayPal,Shipped
SO-2025-10418,419,04/01/2025,2025-04-02,Customer 418,AZ,South,SKU18,Product 18,Baby,2,$50.23,$2.51,$22.37,$5.47,$6.03,Amazon,PayPal,Returned
SO-2025-10419,420,02/04/2025,2025-02-05,Customer 419,PA,South,SKU19,Product 19,Pets,3,$97.91,$4.9,$48.55,$0.42,$17.62,Amazon,Visa,Cancelled
SO-2025-10420,421,12/10/2025,2025-12-11,Customer 420,CA,Northeast,SKU20,Product 20,Apparel,2,$92.63,$9.26,$39.41,$2.92,$11.12,Website,PayPal,Returned
SO-2025-10421,422,10/02/2025,2025-10-05,Customer 421,CA,Northeast,SKU21,Product 21,Pets,1,$85.55,$0.0,$50.69,$5.59,$5.13,Amazon,PayPal,Returned
SO-2025-10422,423,05/04/2025,2025-05-06,Customer 422,NJ,West,SKU22,Product 22,Wellness,3,$57.94,$5.79,$33.29,$2.18,$10.43,Website,PayPal,Shipped
SO-2025-10423,424,11/13/2025,2025-11-14,Customer 423,AZ,Northeast,SKU23,Product 23,Home & Kitchen,4,$18.69,$0.93,$7.65,$4.69,$4.49,Amazon,Mastercard,Cancelled
SO-2025-10424,425,03/30/2025,2025-04-01,Customer 424,PA,Northeast,SKU24,Product 24,Home & Kitchen,2,$63.85,$6.39,$28.43,$7.43,$7.66,Amazon,Visa,Returned
SO-2025-10425,426,07/15/2025,2025-07-16,Customer 425,OH,South,SKU25,Product 25,Baby,3,$91.26,$13.69,$52.52,$5.93,$16.43,Instagram,PayPal,Cancelled
SO-2025-10426,427,04/30/2025,2025-05-01,Customer 426,OH,Midwest,SKU26,Product 26,Apparel,3,$66.36,$9.95,$29.72,$2.85,$11.94,Amazon,Mastercard,Returned
SO-2025-10427,428,09/25/2025,2025-09-28,Customer 427,PA,South,SKU27,Product 27,Wellness,3,$34.1,$1.7,$19.48,$6.59,$6.14,Website,Visa,Cancelled
SO-2025-10428,429,10/31/2025,2025-11-01,Customer 428,OH,South,SKU28,Product 28,Baby,4,$29.82,$4.47,$12.61,$5.25,$7.16,Website,Visa,Returned
SO-2025-10429,430,11/20/2025,2025-11-24,Customer 429,CA,West,SKU29,Product 29,Pets,3,$84.64,$12.7,$50.04,$5.17,$15.24,Amazon,Visa,Shipped
SO-2025-10430,431,11/28/2025,2025-12-01,Customer 430,CA,Midwest,SKU30,Product 30,Baby,2,$49.11,$4.91,$20.99,$8.93,$5.89,Amazon,Visa,Cancelled
SO-2025-10431,432,04/03/2025,2025-04-04,Customer 431,PA,Northeast,SKU31,Product 31,Apparel,2,$64.64,$6.46,$31.61,$7.03,$7.76,Instagram,Visa,Shipped
SO-2025-10432,433,05/12/2025,2025-05-16,Customer 432,FL,Northeast,SKU32,Product 32,Home & Kitchen,3,$56.11,$8.42,$25.07,$4.88,$10.1,Instagram,Visa,Returned
SO-2025-10433,434,12/08/2025,2025-12-09,Customer 433,AZ,Northeast,SKU33,Product 33,Baby,4,$95.55,$4.78,$47.26,$5.06,$22.93,Instagram,Visa,Returned
SO-2025-10434,435,03/28/2025,2025-03-29,Customer 434,CA,South,SKU34,Product 34,Pets,2,$16.38,$0.0,$6.56,$4.72,$1.97,Website,Visa,Shipped
SO-2025-10435,436,08/06/2025,2025-08-07,Customer 435,WA,Midwest,SKU35,Product 35,Baby,3,$22.6,$3.39,$11.16,$3.31,$4.07,Instagram,PayPal,Returned
SO-2025-10436,437,08/29/2025,2025-09-02,Customer 436,AZ,Midwest,SKU36,Product 36,Baby,3,$27.65,$2.76,$13.53,$2.07,$4.98,Amazon,Visa,Cancelled
SO-2025-10437,438,05/21/2025,2025-05-25,Customer 437,WA,South,SKU37,Product 37,Apparel,1,$10.5,$0.52,$4.3,$0.37,$0.63,Amazon,Mastercard,Shipped
SO-2025-10438,439,12/19/2025,2025-12-21,Customer 438,WA,South,SKU38,Product 38,Apparel,2,$51.66,$0.0,$26.57,$3.97,$6.2,Instagram,Mastercard,Shipped
SO-2025-10439,440,11/06/2025,2025-11-07,Customer 439,IL,West,SKU39,Product 39,Pets,2,$35.0,$5.25,$14.61,$8.18,$4.2,Amazon,PayPal,Returned
